week,forecast,lower_bound,upper_bound,subject_category,target
2023-08-27,3770.6745200472933,2351.1424063548957,5165.678314840288,Medical,sales_quantity
2023-09-03,2040.264321213941,679.7087304403732,3396.657196851755,Medical,sales_quantity
2023-09-10,398.1211215551566,-1038.4444253282675,1740.8988292535353,Medical,sales_quantity
2023-09-17,-543.1863852584565,-1951.769539450325,845.2650680462258,Medical,sales_quantity
2023-09-24,-926.6027057522641,-2340.283124889517,449.84832062402694,Medical,sales_quantity
2023-10-01,-1191.2694153347122,-2628.593734343938,103.44261231742838,Medical,sales_quantity
2023-10-08,-1453.7716538052834,-2882.3465974051073,-111.0436832786887,Medical,sales_quantity
2023-10-15,-1492.1739370074647,-2862.674900346924,-134.3879302159794,Medical,sales_quantity
2023-10-22,-1232.2359908789954,-2557.3501337925095,129.24012518537384,Medical,sales_quantity
2023-10-29,-980.056703362925,-2413.6166194951156,457.86920503231636,Medical,sales_quantity
2023-11-05,-1043.269131374541,-2452.0149925559426,288.4745009996738,Medical,sales_quantity
2023-11-12,-1271.3293232314277,-2691.4029151778977,119.97182403553806,Medical,sales_quantity
2023-11-19,-1204.4077467710365,-2532.7613901224345,118.08131463338651,Medical,sales_quantity
2023-11-26,-699.7774453829684,-2180.1346468104966,620.2591749089364,Medical,sales_quantity
2023-12-03,-192.00721421152042,-1699.1023902373154,1250.667595297112,Medical,sales_quantity
2023-12-10,-148.97493809653201,-1561.085749811848,1232.874378833194,Medical,sales_quantity
2023-12-17,-363.0488319160184,-1833.0274882536378,1009.4633031951446,Medical,sales_quantity
2023-12-24,-58.035894013928925,-1534.441072484717,1216.1189207649081,Medical,sales_quantity
2023-12-31,1157.0899460071164,-200.0989879818991,2542.2687365305806,Medical,sales_quantity
2024-01-07,2587.0028444568507,1094.0860283260897,4003.643510322173,Medical,sales_quantity
2024-01-14,2953.3315238640103,1542.411354848197,4351.088553267518,Medical,sales_quantity
2024-01-21,1682.9751403241785,309.69621143065973,3055.355467294322,Medical,sales_quantity
2024-01-28,-427.6174885498481,-1891.5831178126562,909.0246993624945,Medical,sales_quantity
2024-02-04,-1953.3566772040447,-3406.476084904495,-590.7174239120774,Medical,sales_quantity
2024-02-11,-2202.3131702781966,-3660.7998549491545,-640.7970010313549,Medical,sales_quantity
2024-02-18,-1734.9003592680165,-3062.578473066788,-287.33087557414586,Medical,sales_quantity
2024-02-25,-1567.3790666487591,-2873.407633438742,-38.96870695135904,Medical,sales_quantity
2024-03-03,-2056.8448737466365,-3433.6889021067263,-711.3745747391098,Medical,sales_quantity
2024-03-10,-2703.8005588673523,-4160.920446357352,-1333.6602730638888,Medical,sales_quantity
2024-03-17,-2928.5606284842042,-4281.257005678096,-1449.0393609098917,Medical,sales_quantity
2024-03-24,-2764.9711719920733,-4189.083333495481,-1313.2669147036252,Medical,sales_quantity
2024-03-31,-2665.5716165133017,-4090.982777018412,-1306.6924826961838,Medical,sales_quantity
2024-04-07,-2795.305026095423,-4240.525308533275,-1346.0890711299191,Medical,sales_quantity
2024-04-14,-2787.0947852651684,-4144.140262606571,-1439.7560313363776,Medical,sales_quantity
2024-04-21,-2259.64952424216,-3763.8977049360965,-973.9341867884104,Medical,sales_quantity
2024-04-28,-1390.8877394378376,-2800.648691514162,-31.97718699429752,Medical,sales_quantity
2024-05-05,-788.5793048017085,-2039.1240797309267,622.0657833629475,Medical,sales_quantity
2024-05-12,-816.738838458565,-2184.6003720168515,663.3760405398789,Medical,sales_quantity
2024-05-19,-1215.7321816498593,-2623.5898126483808,172.93813847698624,Medical,sales_quantity
2024-05-26,-1453.7911094083242,-2769.475217863047,-18.425389227224347,Medical,sales_quantity
2024-06-02,-1330.8331793435818,-2728.3530411614556,213.0353079617695,Medical,sales_quantity
2024-06-09,-1100.875842266408,-2494.201592620279,281.2461497571248,Medical,sales_quantity
2024-06-16,-1052.6987881424188,-2418.1030120654273,423.90974221404724,Medical,sales_quantity
2024-06-23,-1159.9982269497214,-2584.6858204566415,248.80312237838538,Medical,sales_quantity
2024-06-30,-1223.9013901352141,-2565.462314816303,246.58816141000014,Medical,sales_quantity
2024-07-07,-1206.6841110410955,-2620.6097736084416,82.35599900266281,Medical,sales_quantity
2024-07-14,-1215.0924285542053,-2604.221016999665,181.97495945029985,Medical,sales_quantity
2024-07-21,-1154.4227070123725,-2641.3082921259793,142.23346319270084,Medical,sales_quantity
2024-07-28,-632.4391787526307,-2105.0485322926997,702.758140515984,Medical,sales_quantity
2024-08-04,583.2158126473316,-930.9117540408375,1838.1723130016844,Medical,sales_quantity
2024-08-11,2049.9557817247546,698.6577536080979,3450.133262780464,Medical,sales_quantity
2024-08-18,2810.9066018027333,1353.1140999742724,4118.3835253412535,Medical,sales_quantity
2024-08-25,2221.594139092545,869.2154508711715,3689.212804246333,Medical,sales_quantity
2024-09-01,582.8388874840141,-836.6916333341705,1940.4584245365443,Medical,sales_quantity
2024-09-08,-1141.0832893481004,-2436.474024651223,236.39282752011064,Medical,sales_quantity
2024-09-15,-2216.6858130745923,-3701.337767342662,-707.4080719604455,Medical,sales_quantity
2024-09-22,-2666.140750484511,-4088.5142011471194,-1292.4475320835556,Medical,sales_quantity
2024-09-29,-2929.463729783103,-4398.162530018159,-1485.0738804420996,Medical,sales_quantity
2024-10-06,-3204.167374340266,-4641.719690381241,-1723.0689006674556,Medical,sales_quantity
2024-10-13,-3298.8651431698763,-4640.044698041968,-1809.3111538301764,Medical,sales_quantity
2024-10-20,-3078.763177641739,-4450.722666506012,-1780.2412135202455,Medical,sales_quantity
2024-10-27,-2794.7308923586584,-4119.528783363741,-1409.2581273392277,Medical,sales_quantity
2024-11-03,-2796.943833024028,-4247.01550071508,-1388.6925902565583,Medical,sales_quantity
2024-11-10,-3027.7929301661666,-4472.5866507245555,-1616.2312410336015,Medical,sales_quantity
2024-11-17,-3041.067042681833,-4436.356336582263,-1697.5427496390648,Medical,sales_quantity
2024-11-24,-2596.374343153163,-4047.616055130036,-1215.3626332727667,Medical,sales_quantity
2024-12-01,-2044.395741364814,-3456.058796997575,-775.8009424792941,Medical,sales_quantity
2024-12-08,-1909.0486813793598,-3388.871091794447,-435.4462017140182,Medical,sales_quantity
2024-12-15,-2127.465497443972,-3538.098145255707,-753.9194406282587,Medical,sales_quantity
2024-12-22,-1969.3131514323688,-3364.331878616559,-631.1943265025849,Medical,sales_quantity
2024-12-29,-898.1540345950398,-2271.7845663604176,420.00035572543345,Medical,sales_quantity
2025-01-05,586.1795429070312,-852.824866568775,2015.0331688279143,Medical,sales_quantity
2025-01-12,1220.9408700841432,-190.04018359135014,2652.2086045253373,Medical,sales_quantity
2025-01-19,221.9883165063684,-1335.545430325365,1618.6097858873782,Medical,sales_quantity
2025-01-26,-1843.4293114500865,-3187.8257444407304,-454.45437782667204,Medical,sales_quantity
2025-02-02,-3560.407123551353,-4946.018614137763,-2233.7124686310885,Medical,sales_quantity
2025-02-09,-4028.1694933042663,-5434.748408143725,-2602.4407384406304,Medical,sales_quantity
2025-02-16,-3610.3725204202074,-5040.127821764096,-2174.7648702955203,Medical,sales_quantity
2025-02-23,-3334.2043526436964,-4751.963644876102,-1983.149971292239,Medical,sales_quantity
2025-03-02,-3725.0355676698055,-5035.118003265725,-2289.7186621483256,Medical,sales_quantity
2025-03-09,-4397.032681704328,-5859.517634730786,-2903.8839837872088,Medical,sales_quantity
2025-03-16,-4715.411292977862,-6079.416604805266,-3256.870513706586,Medical,sales_quantity
2025-03-23,-4591.025010963569,-6028.600984989207,-3191.8244154951003,Medical,sales_quantity
2025-03-30,-4451.682858617314,-5862.525731851868,-3049.80706586153,Medical,sales_quantity
2025-04-06,-4555.504637005257,-6068.4009666310085,-3028.699746550633,Medical,sales_quantity
2025-04-13,-4609.455062719389,-5977.171095895033,-3193.2730298399147,Medical,sales_quantity
2025-04-20,-4181.06319127158,-5628.886744987715,-2780.6438757847627,Medical,sales_quantity
2025-04-27,-3333.337820029005,-4772.481676116818,-1983.34009397407,Medical,sales_quantity
2025-05-04,-2640.7633230222496,-4024.1509619588373,-1173.6850218956774,Medical,sales_quantity
2025-05-11,-2558.1176970889856,-4040.618647055348,-1041.9087828541537,Medical,sales_quantity
2025-05-18,-2930.860200320907,-4391.63283175543,-1504.2336866841435,Medical,sales_quantity
2025-05-25,-3227.5777153710414,-4538.452408164453,-1704.7016330621898,Medical,sales_quantity
2025-06-01,-3159.9179196449763,-4533.489196941098,-1693.6612335434227,Medical,sales_quantity
2025-06-08,-2921.9616554049785,-4405.487949113455,-1557.3837310844388,Medical,sales_quantity
2025-06-15,-2833.1706216114176,-4209.638570571536,-1451.7632395195797,Medical,sales_quantity
2025-06-22,-2927.3250383064146,-4250.852631007721,-1465.9699675124714,Medical,sales_quantity
2025-06-29,-3009.1212645109963,-4367.9568277640055,-1564.0982819881046,Medical,sales_quantity
2025-07-06,-2998.8194563868333,-4433.216447640071,-1621.294394304035,Medical,sales_quantity
2025-07-13,-2999.3832720909527,-4467.859983908316,-1648.7571155863507,Medical,sales_quantity
2025-07-20,-2974.4653351569036,-4358.816416759861,-1518.918970484151,Medical,sales_quantity
2025-07-27,-2565.2601337023452,-4013.9688016003734,-1163.0123785618978,Medical,sales_quantity
2025-08-03,-1463.534533279522,-2935.5181310838784,-223.56308662206953,Medical,sales_quantity
2025-08-10,22.417030391531625,-1514.7679350570606,1420.7103354035382,Medical,sales_quantity
2025-08-17,977.9468388293922,-474.8836995378343,2308.6620105777133,Medical,sales_quantity
2025-08-24,637.0866411540942,-756.3680896076562,2024.6515282076418,Medical,sales_quantity
2025-08-31,-876.5483474591483,-2294.969768877586,606.5989659708002,Medical,sales_quantity
2025-09-07,-2657.303996624536,-4125.0720699112135,-1157.1479543977737,Medical,sales_quantity
2025-09-14,-3869.01395801096,-5369.801184728474,-2557.6356702774447,Medical,sales_quantity
2025-09-21,-4400.596799928397,-5909.032075798963,-3059.2979277659865,Medical,sales_quantity
2025-09-28,-4669.278852950416,-6088.352326441022,-3286.338826455525,Medical,sales_quantity
2025-10-05,-4948.622463917629,-6419.457216830097,-3570.86662964185,Medical,sales_quantity
2025-10-12,-5094.251940605244,-6523.748232408426,-3637.5523011883984,Medical,sales_quantity
2025-10-19,-4922.895293824025,-6245.563524731758,-3422.5480968573243,Medical,sales_quantity
2025-10-26,-4619.810712535325,-6133.096279091956,-3349.6413463677545,Medical,sales_quantity
2025-11-02,-4559.1651760624145,-6005.767011474606,-3075.761143042586,Medical,sales_quantity
2025-11-09,-4776.7057333611865,-6275.403901605847,-3386.541578582598,Medical,sales_quantity
2025-11-16,-4861.254094109456,-6176.012347036842,-3517.646576178806,Medical,sales_quantity
2025-11-23,-4488.946642564314,-5768.310887920479,-3116.665134674387,Medical,sales_quantity
2025-11-30,-3911.8623860930993,-5315.558488850453,-2466.290168764618,Medical,sales_quantity
2025-12-07,-3682.527309541183,-5105.592105403287,-2315.789177706095,Medical,sales_quantity
2025-12-14,-3879.3803548215697,-5348.689119311008,-2390.8144344906927,Medical,sales_quantity
2025-12-21,-3848.3453536214683,-5283.977506480726,-2477.6346006477434,Medical,sales_quantity
2023-01-01,236717.79093299346,152258.29696902123,317055.1718313376,Medical,sales_amount
2023-01-08,302543.5488936998,219281.40628323465,374615.7440908943,Medical,sales_amount
2023-01-15,293317.8306113009,219811.49709920495,374660.1821384149,Medical,sales_amount
2023-01-22,197757.46289535466,124504.62726470729,276554.288931948,Medical,sales_amount
2023-01-29,78487.30892777558,-2782.0026455929064,156234.42516520104,Medical,sales_amount
2023-02-05,12644.493123489592,-73369.31612777799,92904.64801986677,Medical,sales_amount
2023-02-12,19124.370168495632,-59104.787324562,95834.64109652863,Medical,sales_amount
2023-02-19,50308.77680168918,-28945.10613693061,131658.62054982327,Medical,sales_amount
2023-02-26,51647.96735680298,-22203.552306553716,129160.73158315834,Medical,sales_amount
2023-03-05,17851.327134131207,-64047.46807091056,98332.72676822248,Medical,sales_amount
2023-03-12,-14283.525581734837,-91843.1703990374,66717.44383394571,Medical,sales_amount
2023-03-19,-17896.19032179314,-92615.8976661058,63675.32909875159,Medical,sales_amount
2023-03-26,-5448.7110788557475,-90510.67445316036,74247.84293458062,Medical,sales_amount
2023-04-02,-3678.722932101329,-81009.53041341783,78683.260105187,Medical,sales_amount
2023-04-09,-12608.469205008296,-87683.81234088656,67470.15916092793,Medical,sales_amount
2023-04-16,-3678.7062341660057,-84378.21160168553,75821.60796426135,Medical,sales_amount
2023-04-23,41477.23156641073,-37894.28621744811,119069.12708401849,Medical,sales_amount
2023-04-30,102607.59052693914,26458.671965162113,183067.8828653184,Medical,sales_amount
2023-05-07,139555.14723019625,59404.56128334078,222055.56537232548,Medical,sales_amount
2023-05-14,135105.2558202412,55857.67616585596,216673.10121045884,Medical,sales_amount
2023-05-21,110357.30856783412,35413.42262812883,197088.40315742622,Medical,sales_amount
2023-05-28,97177.6986331303,26357.878392268154,177857.3638952171,Medical,sales_amount
2023-06-04,104257.73516620415,22743.906639325898,188455.31020508255,Medical,sales_amount
2023-06-11,115963.68248369664,38317.314728363905,197237.3981458157,Medical,sales_amount
2023-06-18,118100.65168441064,37764.10373467279,197828.43720025173,Medical,sales_amount
2023-06-25,113359.8546677076,36668.910002500415,200311.30285838788,Medical,sales_amount
2023-07-02,109958.11905920139,25386.88301407811,194824.21925711623,Medical,sales_amount
2023-07-09,106841.49013077785,24100.126601462114,182146.32044440456,Medical,sales_amount
2023-07-16,101322.21044168365,19244.794057515373,175694.90376468384,Medical,sales_amount
2023-07-23,107670.24538286662,31070.66428999842,185867.75756014083,Medical,sales_amount
2023-07-30,152512.4922343795,65939.77195876958,232785.4530346332,Medical,sales_amount
2023-08-06,241101.23012439592,168196.995255765,321198.933162544,Medical,sales_amount
2023-08-13,333181.9279569681,256816.95787517863,417680.310163494,Medical,sales_amount
2023-08-20,366089.4102860006,286076.50258862774,444357.82577782084,Medical,sales_amount
2023-08-27,309574.303138912,239325.9396651293,391595.08000502316,Medical,sales_amount
2023-09-03,195103.17296563557,117816.67911106368,270015.8129693321,Medical,sales_amount
2023-09-10,86607.6388950387,12498.494199594794,166781.51300098986,Medical,sales_amount
2023-09-17,24234.927392190562,-53473.006572636245,104988.0831179205,Medical,sales_amount
2023-09-24,683.509007557237,-71927.03401833352,85518.74968197028,Medical,sales_amount
2023-10-01,-11657.009158375295,-93106.96764009698,67152.87832085075,Medical,sales_amount
2023-10-08,-23138.97860989331,-102453.62453730691,56304.3525536232,Medical,sales_amount
2023-10-15,-23905.42024706432,-107240.27577008738,55490.68754326571,Medical,sales_amount
2023-10-22,-10294.430831866179,-88122.18527964971,62774.8329100241,Medical,sales_amount
2023-10-29,2149.020845542065,-73355.99710406373,77664.05547448035,Medical,sales_amount
2023-11-05,-1112.2618015665212,-74913.43576068494,81732.63429375851,Medical,sales_amount
2023-11-12,-9965.833645929379,-87182.74548625578,66194.67714844596,Medical,sales_amount
2023-11-19,262.58714578863874,-85535.46373874127,76847.9123452514,Medical,sales_amount
2023-11-26,34420.59780385998,-48980.33288119046,109085.25809031355,Medical,sales_amount
2023-12-03,65961.83902884583,-11421.268119232333,148977.9752603859,Medical,sales_amount
2023-12-10,69579.450329945,-12663.031374472288,148159.83733264235,Medical,sales_amount
2023-12-17,59369.566784454226,-17239.605745788645,140538.0744886178,Medical,sales_amount
2023-12-24,78945.04322802971,-273.33906903871275,159884.38407888697,Medical,sales_amount
2023-12-31,146520.63622170163,64742.35707325376,228521.98048794502,Medical,sales_amount
2024-01-07,219211.94160658366,139172.5465114735,298374.68171487894,Medical,sales_amount
2024-01-14,226557.53749243804,147029.71300539808,313699.2697816931,Medical,sales_amount
2024-01-21,143526.44074000174,68254.84425456978,225342.64482249256,Medical,sales_amount
2024-01-28,22116.24747516583,-57003.43932940805,101308.87981363719,Medical,sales_amount
2024-02-04,-56940.9292559101,-141075.91887355776,21282.335405317288,Medical,sales_amount
2024-02-11,-61268.47458583025,-139737.32162665954,20366.00863822693,Medical,sales_amount
2024-02-18,-29702.278377312476,-113026.14308321403,46459.78337836504,Medical,sales_amount
2024-02-25,-20900.592982693248,-101612.84796055254,62622.583912605,Medical,sales_amount
2024-03-03,-50505.18532745009,-131711.59546940174,32259.917664873483,Medical,sales_amount
2024-03-10,-85883.47388097052,-170891.00181861312,-15710.345754737415,Medical,sales_amount
2024-03-17,-94761.95960713999,-173257.2645021059,-12671.016328138014,Medical,sales_amount
2024-03-24,-83007.01924059214,-166062.786180753,-4770.114498675517,Medical,sales_amount
2024-03-31,-78215.82941676179,-157545.36084512508,4802.617604793598,Medical,sales_amount
2024-04-07,-86885.58379112853,-169469.02119569608,-5157.324914229821,Medical,sales_amount
2024-04-14,-83379.31294463397,-162925.33772301464,-1064.5353037975638,Medical,sales_amount
2024-04-21,-44357.88132169325,-123295.80461902573,39415.51940907729,Medical,sales_amount
2024-04-28,16860.21754034937,-60630.41331784294,93656.61695948376,Medical,sales_amount
2024-05-05,60525.27036438659,-24149.527745647298,137055.66716018718,Medical,sales_amount
2024-05-12,62856.96851301356,-13617.364007993569,144723.21302893595,Medical,sales_amount
2024-05-19,39155.884788692405,-38635.24189888537,122284.36201221554,Medical,sales_amount
2024-05-26,22352.10828576381,-61056.5804127668,98985.81832901314,Medical,sales_amount
2024-06-02,26535.293669094797,-56475.564983774595,109060.46076508777,Medical,sales_amount
2024-06-09,38857.73201377057,-43068.336033686064,117049.44902529754,Medical,sales_amount
2024-06-16,42972.765875813515,-38774.739308295306,125651.29565428219,Medical,sales_amount
2024-06-23,38742.60183533032,-41825.619421100215,119903.15913701577,Medical,sales_amount
2024-06-30,34859.611704177136,-52805.254166480336,107937.70222483418,Medical,sales_amount
2024-07-07,32116.022869952776,-50517.48789682761,110389.12813178166,Medical,sales_amount
2024-07-14,26618.483716513874,-53198.437059702956,109247.96761497155,Medical,sales_amount
2024-07-21,28912.210127352308,-46041.3691084244,105391.02160049387,Medical,sales_amount
2024-07-28,65365.047934111295,-19462.830592409828,140254.460798712,Medical,sales_amount
2024-08-04,147776.96391429385,73834.64005457005,226849.73266112374,Medical,sales_amount
2024-08-11,243857.36901031435,166445.1590647109,315999.39458862325,Medical,sales_amount
2024-08-18,291175.1879650948,209425.2764600314,368716.4359978743,Medical,sales_amount
2024-08-25,250043.51197940743,168584.34581625345,332621.4315758215,Medical,sales_amount
2024-09-01,141414.9911442485,56379.43031240227,216362.92892587197,Medical,sales_amount
2024-09-08,27593.008960577426,-52991.30371312225,105478.7762980101,Medical,sales_amount
2024-09-15,-43727.48225593071,-121410.30624187773,36875.99149839006,Medical,sales_amount
2024-09-22,-72178.15100406237,-151315.25287065143,4282.481657648375,Medical,sales_amount
2024-09-29,-84965.36535630432,-164263.1984072172,-6007.146855740904,Medical,sales_amount
2024-10-06,-97021.20917565339,-172148.87878902873,-16125.599912759182,Medical,sales_amount
2024-10-13,-100512.13344244618,-183536.87110775203,-20162.963432524684,Medical,sales_amount
2024-10-20,-88778.56820830668,-168466.680485247,-15313.088202305611,Medical,sales_amount
2024-10-27,-74609.16946395108,-158412.22531097825,5097.680211323451,Medical,sales_amount
2024-11-03,-74987.7536502533,-153486.3510968254,7623.067368050986,Medical,sales_amount
2024-11-10,-84656.77705753091,-163080.73799579983,-785.5467593941632,Medical,sales_amount
2024-11-17,-79174.0673063004,-167323.924098681,475.43803463881557,Medical,sales_amount
2024-11-24,-48035.34527547655,-131305.30654583272,30837.911067067293,Medical,sales_amount
2024-12-01,-13491.945256123247,-98260.25484633891,64530.68156444101,Medical,sales_amount
2024-12-08,-4550.127608420451,-79744.49507606022,74595.07223020557,Medical,sales_amount
2024-12-15,-15229.65473898662,-96043.79472179388,57843.221491335826,Medical,sales_amount
2024-12-22,-3827.5247949021823,-85694.16755112703,77025.09165479755,Medical,sales_amount
2024-12-29,56574.607310735024,-26056.92292464449,145542.22620152956,Medical,sales_amount
2025-01-05,133662.75586163203,50539.44545086627,209123.47029314117,Medical,sales_amount
2025-01-12,156683.78733192835,82127.8343034767,236130.7945237095,Medical,sales_amount
2025-01-19,87985.66527010908,9880.620553523777,168336.0187423809,Medical,sales_amount
2025-01-26,-32757.0371598118,-116179.10528275245,48165.012981653636,Medical,sales_amount
2025-02-02,-123929.20396747862,-199096.97259738317,-48497.810394197564,Medical,sales_amount
2025-02-09,-140461.50016169902,-219514.87314421198,-61219.308844693376,Medical,sales_amount
2025-02-16,-110574.61311085716,-193626.94589245698,-31961.693099111806,Medical,sales_amount
2025-02-23,-94820.58394158303,-173194.66304588938,-14524.139713272252,Medical,sales_amount
2025-03-02,-119039.59319768402,-204990.62495554375,-40481.698778616745,Medical,sales_amount
2025-03-09,-156516.8200546302,-239176.36972497555,-80243.66087849915,Medical,sales_amount
2025-03-16,-170902.79754135048,-251680.3256518682,-92689.09701399885,Medical,sales_amount
2025-03-23,-160855.69616878225,-240740.0744767101,-85240.03225623345,Medical,sales_amount
2025-03-30,-153284.49293399503,-225669.90479589743,-66035.83997311744,Medical,sales_amount
2025-04-06,-160768.37149645574,-238303.89929224338,-78769.52736208064,Medical,sales_amount
2025-04-13,-161833.89277893814,-238703.8702608978,-78828.15246982985,Medical,sales_amount
2025-04-20,-129403.52257714052,-206816.01855059128,-45463.75651558763,Medical,sales_amount
2025-04-27,-69496.43830896352,-149656.73442895457,9212.308555485997,Medical,sales_amount
2025-05-04,-19942.21721918754,-107054.23542893882,62671.616474442395,Medical,sales_amount
2025-05-11,-10272.818931405756,-89526.84278060944,68916.35059150799,Medical,sales_amount
2025-05-18,-31764.553047173915,-111295.81422458711,50820.00179185853,Medical,sales_amount
2025-05-25,-51721.508768341024,-133293.58521558446,27255.160502006034,Medical,sales_amount
2025-06-01,-50920.808813945085,-128537.51850414021,27940.946695147424,Medical,sales_amount
2025-06-08,-38563.85852810899,-124592.03306022467,40167.83082901597,Medical,sales_amount
2025-06-15,-32447.95784257735,-113701.4106707382,46958.54819666026,Medical,sales_amount
2025-06-22,-35834.016098378066,-124149.84237550141,47244.48277555334,Medical,sales_amount
2025-06-29,-40182.87922874512,-121163.80959112683,36322.75655554176,Medical,sales_amount
2025-07-06,-42741.788894757956,-122806.87309396974,32373.167166706513,Medical,sales_amount
2025-07-13,-47891.685152593054,-128617.03404691453,30794.340474864443,Medical,sales_amount
2025-07-20,-48719.61662281968,-125764.64229970862,33707.2634139105,Medical,sales_amount
2025-07-27,-20185.383117167035,-103050.45379646005,59361.008915770035,Medical,sales_amount
2025-08-03,54982.84864574803,-29459.497422061148,132475.73909122436,Medical,sales_amount
2025-08-10,152913.51077219434,73958.50404979724,232709.65814063174,Medical,sales_amount
2025-08-17,213260.6916026019,133249.97164530933,295752.48836379964,Medical,sales_amount
2025-08-24,188238.79922833346,106289.8647031731,267660.76553256187,Medical,sales_amount
2025-08-31,87608.86331624346,11048.919983193859,169062.76519894274,Medical,sales_amount
2025-09-07,-29922.419152826813,-111181.22332369111,51617.44211259641,Medical,sales_amount
2025-09-14,-110243.95166987657,-189183.7762830809,-30643.252881663633,Medical,sales_amount
2025-09-21,-144585.10771263664,-227877.62271660214,-66152.01350408423,Medical,sales_amount
2025-09-28,-158323.89169775104,-242586.90250732322,-84991.29684161824,Medical,sales_amount
2025-10-05,-170624.4538395714,-261241.81487347092,-89777.00703088625,Medical,sales_amount
2025-10-12,-176568.2879157932,-256173.33852882023,-98208.55780157959,Medical,sales_amount
2025-10-19,-167169.0861378167,-249119.75956479606,-85498.41164684568,Medical,sales_amount
2025-10-26,-151901.39189430122,-231482.8098092434,-76841.0972941813,Medical,sales_amount
2025-11-02,-149222.36150510848,-226253.92713436374,-63605.57154824202,Medical,sales_amount
2025-11-09,-158822.9334281984,-240027.48848523764,-73494.28147676891,Medical,sales_amount
2025-11-16,-157688.84849124058,-235934.45221735147,-72015.81205837849,Medical,sales_amount
2025-11-23,-130357.92042320046,-210540.86908897656,-56098.670958229784,Medical,sales_amount
2025-11-30,-93869.26152997876,-179915.12857455036,-10526.788554108147,Medical,sales_amount
2025-12-07,-79419.51198648626,-166141.26825274448,4762.328111275333,Medical,sales_amount
2025-12-14,-89084.89214137057,-174657.59404422983,-12756.588969809285,Medical,sales_amount
2025-12-21,-84857.92378233428,-165609.63723058777,-781.669143406167,Medical,sales_amount
2023-01-01,5213.915203068176,4033.9503914717184,6614.853786528804,Science & Technology,sales_quantity
2023-01-08,8305.957330527726,7010.779665542969,9483.115226960228,Science & Technology,sales_quantity
2023-01-15,9963.972905274504,8747.161210412873,11184.956201949497,Science & Technology,sales_quantity
2023-01-22,8989.981974651942,7744.261296939416,10331.345818046753,Science & Technology,sales_quantity
2023-01-29,6207.604395483853,5052.119635732063,7596.317293898637,Science & Technology,sales_quantity
